HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
93,1805,31,24/1/2024,4
94,350,32,26/1/2024,3
95,1217,32,29/3/2024,5
96,1986,32,29/2/2024,3
97,1195,33,10/2/2024,5
98,1001,33,29/1/2024,3
99,968,33,15/1/2024,4
100,93,34,14/2/2024,4
101,1162,34,5/3/2024,5
102,1711,34,29/3/2024,5
103,1076,35,11/3/2024,5
104,343,35,9/1/2024,3
105,1588,35,28/3/2024,3
106,205,36,1/1/2024,3
107,1647,36,8/1/2024,4
108,927,36,28/3/2024,5
109,1505,37,3/3/2024,3
110,1118,37,11/1/2024,4
111,1359,37,21/3/2024,5
112,520,38,8/1/2024,4
113,940,38,4/2/2024,5
114,1696,38,4/2/2024,3
115,617,39,2/2/2024,4
116,1826,39,5/1/2024,4
117,1587,39,10/2/2024,4
118,992,40,28/1/2024,5
119,553,40,7/1/2024,5
120,1492,40,13/3/2024,4
121,303,41,12/3/2024,5
122,1754,41,12/1/2024,4
123,1351,41,3/2/2024,3
124,732,42,2/2/2024,4
125,64,42,17/2/2024,4
126,1183,42,23/1/2024,5
127,737,43,2/3/2024,5
128,1525,43,28/3/2024,5
129,397,43,6/2/2024,3
130,1309,44,13/2/2024,3
131,1978,44,26/3/2024,3
132,1797,44,31/3/2024,5
133,1842,45,4/2/2024,4
134,1963,45,5/3/2024,4
135,359,45,16/2/2024,4
136,1865,46,18/3/2024,5
137,1819,46,3/1/2024,5
138,801,46,1/1/2024,3
139,855,47,5/1/2024,5
140,634,47,30/3/2024,4
141,85,47,14/1/2024,3
142,1066,48,27/1/2024,3
143,1709,48,9/1/2024,5
144,252,48,19/3/2024,3
145,1629,49,15/1/2024,3
146,1161,49,30/3/2024,5
147,591,49,11/2/2024,3
148,1986,50,17/3/2024,4
149,1022,50,20/2/2024,5
150,956,50,3/3/2024,4
151,1072,51,21/2/2024,4
152,1278,51,4/1/2024,4
153,1361,51,23/1/2024,4
154,622,52,15/1/2024,3
155,591,52,12/2/2024,3
156,1638,52,29/1/2024,5
157,32,53,5/2/2024,5
158,84,53,13/1/2024,4
159,580,53,1/2/2024,4
160,253,54,11/3/2024,5
161,1001,54,28/2/2024,5
162,11,54,26/3/2024,5
163,722,55,28/1/2024,5
164,103,55,6/3/2024,4
165,283,55,11/2/2024,5
166,1800,56,14/2/2024,3
167,1609,56,2/3/2024,4
168,1363,56,26/2/2024,3
169,318,57,6/1/2024,5
170,1461,57,28/1/2024,3
171,293,57,28/1/2024,5
172,885,58,13/2/2024,3
173,1881,58,24/3/2024,4
174,596,58,30/1/2024,3
175,66,59,2/3/2024,4
176,1911,59,15/3/2024,3
177,510,59,29/3/2024,3
178,866,60,2/3/2024,4
179,1981,60,1/1/2024,4
180,1829,60,27/1/2024,5
181,1885,61,2/3/2024,4
182,1223,61,17/3/2024,4
183,355,61,3/1/2024,5
184,893,62,10/3/2024,4
185,1648,62,12/3/2024,4
186,286,62,27/1/2024,3
187,513,63,9/1/2024,5
188,853,63,2/3/2024,5
189,409,63,6/2/2024,3
190,625,64,20/2/2024,5
191,609,64,13/2/2024,3
192,1899,64,24/1/2024,4
193,1118,65,19/3/2024,5
194,770,65,28/2/2024,4
195,197,65,1/2/2024,5
196,1079,66,28/3/2024,4
197,1422,66,21/2/2024,5
198,1032,66,2/3/2024,5
199,960,67,27/2/2024,4
200,876,67,21/2/2024,3
201,862,67,12/1/2024,5
202,945,68,8/2/2024,3
203,1869,68,2/1/2024,3
204,55,68,3/1/2024,3
205,182,69,25/2/2024,3
206,1260,69,21/3/2024,3
207,1612,69,28/2/2024,3
208,1189,70,2/1/2024,5
209,765,70,2/1/2024,3
210,1272,70,23/2/2024,5
211,1844,71,27/3/2024,5
212,1798,71,1/1/2024,5
213,110,71,19/1/2024,4
214,258,72,2/1/2024,3
215,1373,72,22/2/2024,4
216,948,72,13/2/2024,3
217,943,73,30/3/2024,4
218,174,73,1/2/2024,5
219,554,73,10/3/2024,4
220,683,74,1/2/2024,5
221,200,74,8/3/2024,4
222,1159,74,24/2/2024,3
223,1415,75,15/3/2024,3
224,1771,75,25/2/2024,4
225,249,75,17/1/2024,4
226,1382,76,7/2/2024,3
227,1515,76,24/1/2024,4
228,1437,76,9/3/2024,4
229,1058,77,10/3/2024,3
230,1152,77,26/3/2024,5
231,280,77,11/1/2024,3
232,1834,78,16/1/2024,3
233,617,78,13/3/2024,4
234,1473,78,28/2/2024,3
235,1650,79,10/3/2024,3
236,1278,79,20/3/2024,4
237,235,79,3/1/2024,4
238,1,80,20/1/2024,5
239,1237,80,28/2/2024,3
240,1065,80,5/2/2024,5
241,507,81,19/1/2024,5
242,213,81,30/3/2024,5
243,51,81,7/3/2024,5
244,909,82,19/1/2024,3
245,114,82,20/1/2024,3
246,615,82,11/3/2024,3
247,991,83,21/2/2024,5
248,1680,83,2/2/2024,4
249,1724,83,9/2/2024,3
250,534,84,8/2/2024,5
251,1396,84,22/3/2024,5
252,1760,84,1/1/2024,5
253,253,85,11/1/2024,5
254,300,85,26/2/2024,5
255,379,85,29/3/2024,5
256,1677,86,19/2/2024,3
257,350,86,23/1/2024,4
258,1519,86,31/1/2024,3
259,411,87,11/2/2024,3
260,984,87,7/1/2024,5
261,593,87,16/1/2024,3
262,1965,88,30/3/2024,4
263,1010,88,29/2/2024,4
264,1368,88,2/1/2024,5
265,802,89,1/1/2024,4
266,1429,89,17/2/2024,5
267,951,89,12/1/2024,4
268,1667,90,9/3/2024,4
269,304,90,6/2/2024,3
270,581,90,1/2/2024,4
271,247,91,9/1/2024,5
272,798,91,19/1/2024,4
273,1189,91,17/2/2024,4
274,70,92,20/3/2024,3
275,911,92,3/1/2024,5
276,1860,92,20/1/2024,5
277,1972,93,24/1/2024,5
278,959,93,23/2/2024,3
279,568,93,2/2/2024,4
280,325,94,24/1/2024,5
281,1026,94,15/3/2024,4
282,432,94,12/3/2024,4
283,1849,95,5/2/2024,4
284,800,95,7/2/2024,3
285,129,95,24/3/2024,4
286,1344,96,29/3/2024,3
287,721,96,25/1/2024,3
288,695,96,18/1/2024,3
289,1465,97,22/3/2024,5
290,571,97,6/3/2024,3
291,1892,97,23/2/2024,5
292,140,98,4/2/2024,3
293,772,98,20/3/2024,3
294,1241,98,1/3/2024,3
295,1180,99,10/2/2024,3
296,1589,99,2/2/2024,4
297,531,99,8/3/2024,4
298,1430,100,2/2/2024,3
299,1206,100,14/1/2024,4
300,713,100,21/1/2024,5
301,1265,101,17/2/2024,4
302,139,101,20/1/2024,4
303,61,101,8/1/2024,4
304,475,102,7/1/2024,3
305,1363,102,7/3/2024,5
306,1023,102,17/1/2024,3
307,663,103,2/2/2024,5
308,1581,103,17/2/2024,3
309,216,103,16/3/2024,4
310,1492,104,28/2/2024,5
311,1548,104,26/3/2024,4
312,1890,104,22/1/2024,5
313,127,105,30/1/2024,5
314,513,105,7/2/2024,3
315,77,105,20/2/2024,3
316,905,106,23/2/2024,4
317,1243,106,8/1/2024,4
318,1892,106,27/1/2024,5
319,658,107,27/1/2024,5
320,1431,107,21/1/2024,3
321,774,107,30/1/2024,3
322,1306,108,28/1/2024,3
323,1140,108,4/3/2024,3
324,401,108,9/3/2024,3
325,1006,109,1/3/2024,5
326,1391,109,17/2/2024,5
327,462,109,19/1/2024,4
328,1520,110,4/1/2024,5
329,889,110,4/2/2024,3
330,1657,110,4/3/2024,5
331,177,111,18/2/2024,5
332,50,111,17/1/2024,5
333,417,111,13/2/2024,4
334,1659,112,30/1/2024,4
335,1830,112,15/2/2024,5
336,737,112,6/1/2024,5
337,1164,113,6/2/2024,3
338,1771,113,24/1/2024,4
339,698,113,15/2/2024,3
340,1398,114,22/2/2024,3
341,1017,114,29/2/2024,5
342,1705,114,3/3/2024,5
343,1169,115,25/3/2024,5
344,1026,115,1/2/2024,3
345,731,115,27/3/2024,3
346,1843,116,2/2/2024,3
347,1748,116,7/3/2024,5
348,1642,116,18/1/2024,5
349,899,117,25/1/2024,5
350,1281,117,23/2/2024,3
351,1790,117,27/2/2024,3
352,1166,118,7/3/2024,4
353,261,118,15/2/2024,5
354,611,118,24/1/2024,3
355,242,119,1/2/2024,4
356,473,119,16/2/2024,3
357,1232,119,26/3/2024,3
358,678,120,23/1/2024,5
359,459,120,6/3/2024,4
360,1889,120,27/1/2024,3
361,800,121,2/1/2024,4
362,140,121,30/3/2024,4
363,1983,121,17/1/2024,5
364,154,122,2/2/2024,4
365,1179,122,9/1/2024,5
366,1748,122,12/2/2024,5
367,1909,123,17/2/2024,5
368,1025,123,8/2/2024,4
369,818,123,11/2/2024,3
370,117,124,26/1/2024,5
371,1429,124,19/2/2024,3
372,1194,124,25/1/2024,4
373,1919,125,24/1/2024,3
374,1338,125,13/1/2024,3
375,67,125,29/2/2024,5
376,864,126,7/1/2024,5
377,411,126,26/2/2024,5
378,1819,126,5/2/2024,4
379,286,127,14/2/2024,3
380,1121,127,20/1/2024,4
381,1893,127,5/3/2024,4
382,483,128,8/1/2024,4
383,150,128,16/1/2024,4
384,1853,128,14/1/2024,5
385,1440,129,16/3/2024,3
386,709,129,27/3/2024,5
387,1946,129,15/1/2024,5
388,1226,130,6/3/2024,4
389,1904,130,1/2/2024,5
390,1818,130,27/3/2024,3
391,981,131,3/3/2024,4
392,555,131,26/3/2024,5
393,214,131,20/2/2024,4
394,1018,132,25/1/2024,3
395,462,132,27/2/2024,4
396,884,132,3/3/2024,5
397,622,133,2/3/2024,5
398,44,133,22/1/2024,3
399,54,133,27/2/2024,3
400,1095,134,27/2/2024,4
401,1762,134,26/3/2024,5
402,1397,134,18/2/2024,3
403,1132,135,21/2/2024,3
404,107,135,11/2/2024,5
405,1569,135,10/3/2024,3
406,1425,136,15/1/2024,3
407,881,136,23/2/2024,5
408,1126,136,29/2/2024,3
409,237,137,8/1/2024,5
410,242,137,22/2/2024,5
411,1851,137,29/2/2024,4
412,721,138,5/1/2024,5
413,703,138,8/3/2024,3
414,1881,138,6/1/2024,4
415,488,139,16/2/2024,4
416,189,139,24/2/2024,3
417,21,139,9/2/2024,4
418,846,140,21/2/2024,3
419,1164,140,16/1/2024,4
420,1643,140,13/1/2024,3
421,1789,141,30/1/2024,5
422,1665,141,19/1/2024,5
423,157,141,17/1/2024,4
424,260,142,3/3/2024,4
425,370,142,19/1/2024,5
426,90,142,27/2/2024,3
427,717,143,24/2/2024,4
428,1342,143,30/3/2024,5
429,599,143,30/3/2024,4
430,1242,144,2/3/2024,5
431,981,144,23/1/2024,5
432,1345,144,9/1/2024,5
433,157,145,12/1/2024,3
434,1922,145,1/1/2024,4
435,422,145,27/2/2024,3
436,1445,146,1/1/2024,3
437,1839,146,3/2/2024,5
438,909,146,17/2/2024,3
439,1929,147,29/3/2024,4
440,1598,147,1/1/2024,4
441,600,147,16/1/2024,5
442,1079,148,1/3/2024,5
443,654,148,4/3/2024,4
444,1032,148,3/3/2024,4
445,111,149,9/3/2024,5
446,1845,149,22/1/2024,3
447,1445,149,7/3/2024,4
448,996,150,16/3/2024,5
449,161,150,26/1/2024,5
450,1868,150,16/1/2024,4
451,1724,151,20/2/2024,5
452,473,151,26/3/2024,4
453,1520,151,26/2/2024,5
454,432,152,29/1/2024,5
455,763,152,18/3/2024,3
456,74,152,9/3/2024,5
457,1431,153,16/2/2024,4
458,1332,153,2/3/2024,4
459,1952,153,9/3/2024,3
460,44,154,16/3/2024,4
461,1713,154,16/1/2024,5
462,554,154,30/3/2024,3
463,1205,155,30/3/2024,4
464,616,155,17/2/2024,5
465,123,155,25/3/2024,3
466,1751,156,8/2/2024,5
467,787,156,2/2/2024,4
468,39,156,23/1/2024,4
469,788,157,10/1/2024,4
470,91,157,9/3/2024,4
471,422,157,3/2/2024,3
472,378,158,21/2/2024,4
473,1091,158,10/1/2024,3
474,1353,158,19/1/2024,3
475,65,159,27/2/2024,5
476,1563,159,1/1/2024,4
477,1920,159,9/3/2024,5
478,1864,160,4/1/2024,5
479,1546,160,16/1/2024,5
480,1890,160,24/1/2024,5
481,1660,161,20/3/2024,5
482,444,161,2/1/2024,4
483,699,161,1/2/2024,5
484,889,162,31/3/2024,3
485,1603,162,24/3/2024,3
486,1654,162,24/1/2024,4
487,1134,163,12/1/2024,3
488,1951,163,19/2/2024,5
489,1759,163,4/2/2024,3
490,950,164,2/2/2024,5
491,1173,164,2/2/2024,4
492,1575,164,1/3/2024,3
493,533,165,20/2/2024,3
494,1967,165,12/2/2024,3
495,958,165,12/1/2024,4
496,271,166,7/3/2024,4
497,575,166,5/3/2024,3
498,176,166,2/2/2024,4
499,1580,167,9/2/2024,5
500,606,167,14/3/2024,4
501,1170,167,12/2/2024,3
502,80,168,13/2/2024,5
503,562,168,29/1/2024,3
504,551,168,13/1/2024,3
505,1603,169,12/1/2024,3
506,26,169,15/2/2024,4
507,629,169,2/1/2024,3
508,1354,170,4/2/2024,5
509,1713,170,27/3/2024,5
510,1736,170,21/3/2024,5
511,909,171,30/3/2024,3
512,36,171,8/1/2024,5
513,19,171,26/1/2024,5
514,76,172,14/3/2024,5
515,984,172,30/3/2024,5
516,447,172,3/2/2024,4
517,120,173,7/1/2024,3
518,1923,173,8/3/2024,3
519,567,173,27/2/2024,5
520,1130,174,15/3/2024,3
521,1953,174,29/1/2024,5
522,903,174,5/2/2024,5
523,529,175,29/3/2024,5
524,532,175,21/1/2024,3
525,261,175,5/2/2024,4
526,1291,176,10/1/2024,3
527,301,176,13/3/2024,3
528,1344,176,24/1/2024,4
529,477,177,4/3/2024,3
530,1341,177,18/2/2024,4
531,378,177,5/2/2024,5
532,1763,178,22/3/2024,4
533,1188,178,24/1/2024,5
534,86,178,23/1/2024,4
535,1470,179,2/3/2024,5
536,125,179,6/2/2024,3
537,1998,179,12/1/2024,4
538,34,180,24/2/2024,3
539,1107,180,13/1/2024,5
540,1230,180,23/1/2024,4
541,717,181,29/3/2024,4
542,159,181,30/1/2024,4
543,909,181,17/1/2024,3
544,1047,182,2/3/2024,5
545,486,182,24/3/2024,3
546,668,182,29/3/2024,4
547,761,183,26/3/2024,5
548,147,183,13/1/2024,5
549,1794,183,28/2/2024,3
550,294,184,19/1/2024,3
551,669,184,18/2/2024,4
552,1615,184,12/1/2024,4
553,687,185,1/3/2024,4
554,1838,185,19/1/2024,4
555,964,185,16/3/2024,5
556,1274,186,9/1/2024,4
557,329,186,11/3/2024,4
558,92,186,28/1/2024,4
559,1906,187,18/3/2024,3
560,1868,187,21/2/2024,3
561,53,187,23/3/2024,3
562,1248,188,16/1/2024,4
563,1655,188,9/3/2024,5
564,1047,188,12/1/2024,4
565,1605,189,25/1/2024,3
566,1460,189,21/2/2024,3
567,1925,189,25/3/2024,4
568,776,190,22/2/2024,5
569,67,190,23/1/2024,5
570,781,190,16/1/2024,5
571,1957,191,26/2/2024,3
572,1964,191,8/2/2024,3
573,1158,191,22/2/2024,5
574,1177,192,11/2/2024,4
575,1504,192,27/2/2024,5
576,1104,192,8/2/2024,4
577,1736,193,14/1/2024,3
578,1635,193,5/1/2024,3
579,1244,193,4/2/2024,3
580,1351,194,27/3/2024,5
581,1066,194,15/3/2024,5
582,650,194,18/1/2024,3
583,400,195,16/3/2024,3
584,601,195,9/1/2024,3
585,674,195,14/3/2024,5
586,1637,196,27/2/2024,5
587,473,196,17/1/2024,3
588,645,196,7/1/2024,5
589,1420,197,15/2/2024,5
590,912,197,13/1/2024,5
591,742,197,9/2/2024,5
592,721,198,11/2/2024,3
593,1036,198,9/1/2024,3
594,1874,198,19/2/2024,5
595,1339,199,27/1/2024,3
596,1240,199,6/3/2024,3
597,920,199,5/1/2024,3
598,471,200,29/1/2024,4
599,1696,200,6/2/2024,3
600,1896,200,7/2/2024,3
601,502,201,23/3/2024,5
602,1381,201,8/1/2024,5
603,1364,201,5/3/2024,4
604,1241,202,26/3/2024,4
605,1630,202,17/1/2024,3
606,700,202,11/3/2024,3
607,242,203,29/3/2024,5
608,837,203,14/2/2024,3
609,1035,203,4/1/2024,3
610,1180,204,5/2/2024,3
611,1296,204,10/3/2024,3
612,1843,204,31/1/2024,3
613,1795,205,19/1/2024,3
614,32,205,1/3/2024,3
615,248,205,23/2/2024,3
616,540,206,8/2/2024,5
617,1457,206,31/3/2024,4
618,1522,206,14/3/2024,3
619,259,207,30/3/2024,5
620,1708,207,19/1/2024,3
621,50,207,8/2/2024,3
622,150,208,7/3/2024,4
623,1055,208,14/2/2024,5
624,1882,208,13/1/2024,3
625,1852,209,27/2/2024,4
626,726,209,20/1/2024,4
627,824,209,12/3/2024,3
628,495,210,1/3/2024,3
629,244,210,8/2/2024,5
630,1838,210,1/1/2024,5
631,1212,211,3/1/2024,3
632,1263,211,17/3/2024,3
633,1480,211,2/3/2024,4
634,152,212,3/3/2024,5
635,1946,212,25/1/2024,3
636,1866,212,25/2/2024,3
637,1292,213,2/2/2024,5
638,1517,213,7/2/2024,3
639,593,213,6/1/2024,4
640,1434,214,27/2/2024,4
641,1503,214,13/2/2024,3
642,1483,214,14/2/2024,5
643,1877,215,1/2/2024,4
644,172,215,14/2/2024,5
645,1835,215,1/3/2024,5
646,1216,216,16/2/2024,5
647,758,216,21/1/2024,4
648,777,216,20/3/2024,4
649,899,217,25/3/2024,3
650,1042,217,15/3/2024,5
651,573,217,5/2/2024,4
652,476,218,19/1/2024,4
653,1011,218,20/1/2024,3
654,99,218,26/2/2024,4
655,1061,219,18/1/2024,4
656,1188,219,16/2/2024,4
657,1729,219,18/2/2024,3
658,585,220,14/1/2024,3
659,787,220,15/1/2024,5
660,1551,220,31/1/2024,4
661,1953,221,1/1/2024,3
662,86,221,23/2/2024,3
663,882,221,3/1/2024,3
664,570,222,16/1/2024,5
665,1802,222,27/3/2024,5
666,644,222,26/2/2024,5
667,712,223,15/3/2024,5
668,340,223,12/1/2024,5
669,590,223,14/3/2024,4
670,997,224,16/1/2024,4
671,459,224,12/3/2024,3
672,591,224,16/3/2024,5
673,1242,225,24/1/2024,5
674,1894,225,28/1/2024,3
675,1365,225,8/1/2024,4
676,289,226,5/2/2024,5
677,424,226,30/3/2024,5
678,1718,226,8/1/2024,5
679,1546,227,27/2/2024,4
680,57,227,29/2/2024,4
681,1849,227,19/2/2024,5
682,1966,228,28/1/2024,5
683,1102,228,10/2/2024,3
684,14,228,4/3/2024,3
685,1705,229,27/1/2024,4
686,757,229,3/3/2024,3
687,578,229,17/1/2024,5
688,874,230,13/3/2024,4
689,1067,230,2/2/2024,3
690,1702,230,24/3/2024,4
691,605,231,17/3/2024,5
692,1467,231,29/1/2024,3
693,911,231,13/1/2024,3
694,1011,232,15/2/2024,3
695,178,232,4/2/2024,5
696,571,232,6/1/2024,4
697,1984,233,22/3/2024,3
698,1646,233,9/3/2024,4
699,1525,233,16/2/2024,4
700,1490,234,25/1/2024,4
701,670,234,6/3/2024,5
702,1039,234,10/1/2024,5
703,566,235,25/2/2024,3
704,1292,235,30/1/2024,3
705,1377,235,5/1/2024,4
706,1448,236,2/2/2024,4
707,1828,236,5/3/2024,4
708,888,236,18/1/2024,5
709,1910,237,18/2/2024,5
710,651,237,11/1/2024,3
711,1724,237,25/3/2024,4
712,1354,238,26/1/2024,4
713,1944,238,3/3/2024,5
714,504,238,29/3/2024,3
715,1201,239,26/3/2024,4
716,1787,239,28/2/2024,4
717,1380,239,27/1/2024,3
718,544,240,18/2/2024,4
719,311,240,17/3/2024,5
720,1667,240,2/2/2024,3
721,1503,241,1/1/2024,4
722,579,241,21/1/2024,4
723,407,241,24/2/2024,5
724,1948,242,6/1/2024,5
725,1756,242,21/3/2024,5
726,7,242,9/3/2024,4
727,138,243,5/1/2024,4
728,1143,243,3/1/2024,4
729,428,243,22/2/2024,3
730,80,244,23/1/2024,5
731,1409,244,22/2/2024,3
732,1257,244,6/2/2024,5
733,1293,245,14/3/2024,4
734,481,245,14/3/2024,3
735,992,245,23/3/2024,3
736,1346,246,17/1/2024,5
737,1798,246,25/3/2024,3
738,1722,246,18/3/2024,3
739,1793,247,13/3/2024,4
740,1369,247,1/1/2024,5
741,1004,247,20/2/2024,3
742,1225,248,14/2/2024,4
743,1113,248,17/3/2024,3
744,606,248,4/1/2024,4
745,449,249,2/3/2024,3
746,1973,249,5/3/2024,4
747,860,249,1/2/2024,4
748,667,250,3/2/2024,5
749,1357,250,12/3/2024,4
750,238,250,8/2/2024,3
751,952,251,26/1/2024,4
752,1353,251,3/2/2024,4
753,712,251,23/2/2024,3
754,1444,252,3/1/2024,3
755,1585,252,19/2/2024,4
756,1721,252,12/1/2024,3
757,1231,253,5/3/2024,4
758,1408,253,23/2/2024,4
759,60,253,5/1/2024,4
760,549,254,26/2/2024,3
761,441,254,17/1/2024,5
762,125,254,16/2/2024,5
763,1581,255,23/1/2024,4
764,536,255,19/3/2024,4
765,843,255,25/3/2024,3
766,1657,256,14/1/2024,5
767,871,256,6/3/2024,5
768,534,256,15/3/2024,5
769,550,257,20/2/2024,3
770,1492,257,7/2/2024,3
771,696,257,4/3/2024,3
772,632,258,7/2/2024,4
773,840,258,19/2/2024,3
774,1173,258,22/3/2024,4
775,1098,259,30/1/2024,4
776,1597,259,19/3/2024,4
777,1942,259,31/3/2024,4
778,1251,260,20/2/2024,3
779,265,260,3/3/2024,3
780,1106,260,21/2/2024,5
781,1947,261,7/2/2024,5
782,1644,261,28/3/2024,4
783,185,261,19/3/2024,5
784,1869,262,30/1/2024,5
785,1571,262,20/2/2024,5
786,130,262,21/3/2024,4
787,1063,263,5/1/2024,5
788,742,263,29/1/2024,3
789,407,263,4/1/2024,4
790,1717,264,10/1/2024,3
791,811,264,25/2/2024,4
792,595,264,17/1/2024,3
793,1866,265,14/3/2024,5
794,679,265,17/1/2024,4
795,442,265,24/3/2024,3
796,1502,266,28/3/2024,4
797,1926,266,9/3/2024,3
798,74,266,3/2/2024,5
799,1547,267,6/1/2024,4
800,210,267,22/2/2024,4
801,815,267,6/3/2024,3
802,87,268,17/3/2024,3
803,580,268,12/2/2024,5
804,50,268,15/3/2024,3
805,1294,269,23/1/2024,3
806,70,269,24/2/2024,3
807,1536,269,20/3/2024,5
808,1666,270,15/3/2024,5
809,1343,270,16/1/2024,4
810,269,270,8/1/2024,5
811,1766,271,4/1/2024,3
812,157,271,4/1/2024,4
813,1034,271,25/2/2024,5
814,42,272,25/1/2024,5
815,1521,272,7/3/2024,3
816,1239,272,7/3/2024,3
817,196,273,27/1/2024,5
818,1624,273,1/2/2024,4
819,398,273,19/2/2024,3
820,1760,274,1/3/2024,5
821,1608,274,20/2/2024,5
822,871,274,19/1/2024,3
823,1523,275,21/1/2024,4
824,619,275,5/1/2024,4
825,940,275,22/3/2024,4
826,205,276,11/2/2024,3
827,1986,276,1/3/2024,3
828,966,276,22/1/2024,3
829,597,277,21/1/2024,4
830,191,277,10/3/2024,4
831,1981,277,1/1/2024,3
832,1149,278,5/1/2024,3
833,990,278,12/1/2024,3
834,1859,278,30/3/2024,4
835,1038,279,15/2/2024,5
836,784,279,3/2/2024,5
837,1018,279,18/2/2024,4
838,1949,280,18/3/2024,3
839,1563,280,30/3/2024,3
840,1464,280,14/2/2024,3
841,927,281,27/1/2024,3
842,1184,281,13/3/2024,4
843,814,281,26/1/2024,5
844,916,282,16/2/2024,5
845,977,282,26/3/2024,4
846,224,282,25/2/2024,3
847,681,283,3/3/2024,5
848,1659,283,17/2/2024,4
849,196,283,1/3/2024,3
850,347,284,21/3/2024,5
851,1772,284,26/1/2024,4
852,1216,284,5/2/2024,5
853,172,285,1/1/2024,5
854,826,285,8/1/2024,4
855,1717,285,21/2/2024,4
856,1072,286,19/3/2024,5
857,1558,286,16/2/2024,5
858,121,286,25/2/2024,4
859,517,287,26/3/2024,3
860,638,287,14/1/2024,3
861,1709,287,30/3/2024,3
862,75,288,28/1/2024,3
863,1412,288,27/3/2024,4
864,1227,288,18/3/2024,3
865,1785,289,28/3/2024,5
866,550,289,2/1/2024,3
867,1547,289,26/1/2024,4
868,1628,290,14/1/2024,3
869,1118,290,28/2/2024,3
870,642,290,25/2/2024,4
871,660,291,7/1/2024,3
872,1452,291,3/1/2024,4
873,1054,291,23/1/2024,3
874,1759,292,18/1/2024,4
875,1887,292,7/2/2024,3
876,872,292,15/1/2024,5
877,770,293,4/3/2024,5
878,1551,293,29/3/2024,4
879,332,293,28/1/2024,4
880,1533,294,14/3/2024,4
881,341,294,8/2/2024,5
882,897,294,26/2/2024,4
883,80,295,17/1/2024,3
884,1015,295,26/3/2024,4
885,1283,295,30/3/2024,4
886,998,296,13/2/2024,3
887,1534,296,25/1/2024,3
888,857,296,17/1/2024,5
889,19,297,13/1/2024,3
890,241,297,24/3/2024,3
891,603,297,25/1/2024,4
892,1071,298,8/3/2024,5
893,1260,298,10/1/2024,3
894,1155,298,7/3/2024,5
895,290,299,18/1/2024,3
896,1072,299,26/3/2024,5
897,1645,299,3/2/2024,3
898,1950,300,8/1/2024,4
899,1064,300,9/2/2024,5
